-18.7975,0.375554,0.13143,4,31,0,26.4517,1.56792,2.18398,0.451489,1.7972,-0.377576,1.48975,1.52213,-0.137948,0.33557,1.13783,1.51499,1.46431,-0.181184,1.95392,3.92505,1.00075,2.61911,4.44363,1.48084,0.643405,2.51679,4.12537,4.50346,1.34376,3.68423
-18.7975,0.125067,0.13143,3,7,0,27.4445,1.56792,2.18398,0.451489,1.7972,-0.377576,1.48975,1.52213,-0.137948,0.33557,1.13783,1.51499,1.46431,-0.181184,1.95392,3.92505,1.00075,2.61911,4.44363,1.48084,0.643405,2.51679,4.12537,4.50346,1.34376,3.68423
-12.3459,0.287149,0.13143,3,11,0,24.3905,1.77368,2.35,0.452701,1.81441,-0.304208,2.0294,1.4472,0.00130047,0.803712,0.864118,1.48584,1.16395,-0.30267,2.00862,4.26386,1.65146,3.80733,5.48231,2.45028,1.85783,2.75671,4.17741,4.45394,1.38391,3.63919
-12.3459,0.0835604,0.13143,4,15,0,17.9654,1.77368,2.35,0.452701,1.81441,-0.304208,2.0294,1.4472,0.00130047,0.803712,0.864118,1.48584,1.16395,-0.30267,2.00862,4.26386,1.65146,3.80733,5.48231,2.45028,1.85783,2.75671,4.17741,4.45394,1.38391,3.63919
-11.9583,0.287276,0.13143,2,7,0,16.5575,1.58932,2.2502,0.470033,1.85482,-0.33824,1.95106,1.30454,0.132667,0.980171,0.889541,1.61697,1.11307,-0.452045,1.93921,4.17371,1.21231,3.63591,4.68251,1.91927,2.2065,2.84499,4.25365,4.07135,0.532789,3.40706
-11.9583,0.0625031,0.13143,4,15,0,22.136,1.58932,2.2502,0.470033,1.85482,-0.33824,1.95106,1.30454,0.132667,0.980171,0.889541,1.61697,1.11307,-0.452045,1.93921,4.17371,1.21231,3.63591,4.68251,1.91927,2.2065,2.84499,4.25365,4.07135,0.532789,3.40706
-14.5574,0.165841,0.13143,3,7,0,19.1667,1.45795,2.33819,0.495625,1.87481,-0.319251,2.08686,1.32198,0.15887,0.871986,0.848878,1.72288,1.21092,-0.260423,2.11973,4.38366,1.02355,4.23275,4.82693,1.75304,2.08647,2.66491,4.53981,4.30617,0.733719,4.31904
-14.5574,0.0586822,0.13143,4,19,0,25.9676,1.45795,2.33819,0.495625,1.87481,-0.319251,2.08686,1.32198,0.15887,0.871986,0.848878,1.72288,1.21092,-0.260423,2.11973,4.38366,1.02355,4.23275,4.82693,1.75304,2.08647,2.66491,4.53981,4.30617,0.733719,4.31904
-11.7825,0.854642,0.13143,3,7,0,18.7629,1.37324,3.88488,0.474194,1.09613,0.134854,0.852634,0.902358,0.165047,0.595449,0.660446,1.00016,1.09655,-0.501509,1.02137,4.25834,1.96598,3.33685,4.48214,1.93085,2.4414,3.2443,4.59027,5.42583,-0.193244,3.04472
-11.7825,0.158585,0.13143,3,7,0,17.7428,1.37324,3.88488,0.474194,1.09613,0.134854,0.852634,0.902358,0.165047,0.595449,0.660446,1.00016,1.09655,-0.501509,1.02137,4.25834,1.96598,3.33685,4.48214,1.93085,2.4414,3.2443,4.59027,5.42583,-0.193244,3.04472
