-32.7542,0.489782,0.265758,2,7,1,43.3026,16.154,3.14245,1.19845,1.10618,0.0344024,-0.0934034,1.26663,0.576978,0.49675,0.103192,-0.886531,-0.600674,-1.27075,1.67796,3.47612,3.46291,3.39114,3.28227,3.16027,3.04881,2.96851,2.93421,2.9529,3.02215,3.13029
-24.0659,0.250001,0.265758,1,3,1,30.9235,2.71646,4.58633,0.892095,0.790979,-0.217611,1.46078,0.135326,-0.119702,0.917709,-0.203012,1.00176,-0.0904068,-0.1577,1.28998,3.62769,2.12083,3.97386,5.35145,3.2202,2.58932,2.74287,3.22882,3.44718,1.63936,2.3978
-37.4823,0.784927,0.265758,3,13,1,46.4867,7.73516,1.97045,2.9162,1.0715,-0.671307,1.18447,1.35125,0.983907,-0.759941,-1.28559,0.0449576,-0.967401,1.31775,-0.218802,2.11134,1.70555,1.42746,1.40859,1.69546,2.20407,2.72526,3.00071,2.8383,2.20494,1.24669
-34.2549,0.524555,0.265758,2,7,1,44.8021,9.25779,2.75105,1.48739,1.04226,0.586207,0.201456,1.38055,-0.833304,0.073286,-0.358434,-2.15804,-0.186757,1.59116,-1.83546,2.8673,3.14553,3.30461,3.40933,3.49003,3.53072,3.48185,3.28265,2.87973,2.24266,1.37888
-32.456,0.597302,0.265758,3,9,1,39.7452,10.054,4.30519,1.18815,0.67232,-0.329513,1.69096,-1.19155,1.29817,-1.02596,-0.0831061,-0.662943,-0.145578,-0.951346,-0.13182,2.89447,2.55833,2.53249,2.70308,2.94909,3.16602,3.27537,3.22384,2.97949,2.52949,1.88069
-33.7064,0.1,0.265758,3,9,1,41.7433,17.5318,5.29498,1.15997,0.604199,-0.149173,0.9388,-0.479817,-0.348719,0.822749,0.241497,-0.746257,-1.57215,0.476574,-0.91967,3.19922,3.08866,3.03032,3.0156,3.02989,3.05532,3.07399,3.07057,3.03384,2.95753,2.83953
-30.2128,0.8,0.265758,3,14,1,43.162,8.047,2.0721,1.07612,1.61,0.168497,1.32523,0.140174,0.481186,0.260255,-0.11582,-0.516545,1.4186,-0.00786158,0.0775241,3.33608,3.32007,3.33823,3.37703,3.40027,3.36942,3.25777,3.05137,2.7481,2.36639,1.95613
-41.1975,0.706702,0.265758,3,14,1,45.2461,5.13169,1.00171,3.13711,1.73848,-0.0347496,1.76238,0.223098,-0.0959663,1.59185,2.4963,-0.238066,-0.593139,-0.213996,-1.1709,1.74146,1.60103,1.60192,1.69661,1.69556,1.5606,1.53429,1.81896,2.21241,2.26344,1.74495
-37.0469,0.804142,0.265758,3,15,1,40.3576,5.75823,1.30398,1.88692,2.0248,0.272854,2.46579,0.383299,0.829386,-0.331766,0.422731,-0.555483,1.76667,-0.931519,-1.93579,2.6403,2.6057,2.78917,3.09148,3.31562,3.28277,2.93488,2.34741,1.69324,1.17223,0.861676
-30.8556,0.706144,0.265758,3,10,1,36.937,6.19621,5.04367,0.974971,0.556753,0.187685,0.188168,0.520216,0.0153797,-0.0694111,0.902969,-0.377626,0.640005,1.63793,0.0607774,2.80808,2.9633,2.94669,2.93183,2.98825,3.01967,2.94231,2.81245,2.74743,2.85272,3.26955
